
 1.83345,  1.65144, 626.65234, -5.55852, -40.69637, -0.56991
 1.83345,  1.73836, 628.40369, -5.55852, -40.81455, -0.55264
 2.18267,  1.73836, 627.35291, -5.83253, -40.61757, -0.53537
 1.83345,  1.56452, 628.40369, -5.63681, -40.81455, -0.62172
 2.09537,  1.82528, 628.40369, -5.59767, -40.61757, -0.58718
 2.00806,  1.73836, 626.65234, -5.63681, -40.69637, -0.50083
 2.18267,  1.65144, 627.70313, -5.79339, -40.73576, -0.48356
 2.09537,  1.56452, 625.95178, -5.75424, -40.57818, -0.48356
 2.18267,  1.73836, 626.65234, -5.44109, -40.61757, -0.53537
 2.09537,  2.25986, 627.70313, -5.59767, -40.81455, -0.51810
 1.92075,  1.47760, 627.00256, -5.87168, -40.65697, -0.43175
 2.26998,  1.56452, 626.30200, -5.67595, -40.53878, -0.55264
 2.18267,  1.73836, 627.70313, -5.63681, -40.73576, -0.53537
 2.09537,  1.65144, 626.65234, -5.59767, -40.42059, -0.51810
 2.09537,  1.65144, 626.30200, -5.79339, -40.57818, -0.53537
 2.00806,  1.65144, 627.70313, -5.83253, -40.65697, -0.55264
 2.00806,  1.91219, 627.00256, -5.87168, -40.65697, -0.46629
 2.00806,  1.82528, 628.05347, -5.75424, -40.42059, -0.55264
 2.35729,  1.39069, 627.35291, -5.87168, -40.61757, -0.58718
 1.92075,  1.73836, 627.35291, -5.87168, -40.57818, -0.56991
 2.09537,  1.56452, 627.70313, -5.75424, -40.69637, -0.50083
 2.18267,  1.82528, 628.75403, -5.91082, -40.73576, -0.51810
 1.83345,  1.82528, 625.25122, -5.75424, -40.57818, -0.58718
 1.92075,  1.21685, 628.40369, -5.63681, -40.57818, -0.55264
 1.83345,  1.56452, 628.75403, -5.94997, -40.45998, -0.58718
 2.00806,  1.21685, 629.45459, -5.79339, -40.34180, -0.58718
 1.74614,  1.21685, 628.40369, -5.94997, -40.69637, -0.58718
 1.83345,  1.12993, 628.40369, -5.94997, -40.89335, -0.55264
 2.09537,  1.91219, 626.30200, -5.83253, -40.57818, -0.50083
 2.00806,  1.39069, 627.70313, -5.94997, -40.61757, -0.62172
 1.83345,  1.65144, 627.35291, -5.87168, -40.65697, -0.50083
 2.26998,  1.56452, 626.65234, -5.79339, -40.73576, -0.55264
 1.74614,  1.73836, 627.70313, -5.83253, -40.57818, -0.63899
 2.09537,  1.91219, 627.70313, -6.02826, -40.49938, -0.51810
 2.00806,  1.47760, 627.35291, -5.91082, -40.65697, -0.56991
 1.92075,  1.21685, 627.35291, -6.14569, -40.49938, -0.55264
 2.00806,  1.21685, 628.05347, -5.91082, -40.38120, -0.67353
 1.74614,  1.12993, 628.75403, -6.02826, -40.61757, -0.48356
 1.83345,  1.47760, 627.70313, -5.79339, -40.45998, -0.62172
 1.65883,  1.21685, 627.70313, -5.94997, -40.61757, -0.63899
 1.48422,  1.12993, 629.45459, -5.98911, -40.45998, -0.50083
 1.30960,  0.95610, 627.70313, -5.98911, -40.42059, -0.46629
 1.83345,  0.69534, 627.70313, -6.02826, -40.34180, -0.63899
 1.65883,  1.30377, 628.40369, -6.02826, -40.42059, -0.60445
